"","GEOID","NAME","populationE","med_ageE","bachelor_degree_25E","med_hh_incomeE","whiteE","blackE","asianE","hispanicE"
"6694","360610124002","Block Group 2, Census Tract 124, New York County, New York",1766,39.2,1294,107237,1692,0,74,89
"6695","360610130003","Block Group 3, Census Tract 130, New York County, New York",1010,57.5,683,250001,953,0,37,139
"6696","360610115001","Block Group 1, Census Tract 115, New York County, New York",1715,38.1,818,123594,1011,23,593,414
"6697","360610117001","Block Group 1, Census Tract 117, New York County, New York",4242,34.4,2734,134606,2624,361,799,1106
"6698","360610130001","Block Group 1, Census Tract 130, New York County, New York",614,58,515,188672,614,0,0,21
"6699","360610130002","Block Group 2, Census Tract 130, New York County, New York",1144,55,828,140882,950,13,108,24
"6700","360610130004","Block Group 4, Census Tract 130, New York County, New York",698,57.5,522,NA,686,0,12,0
"6701","360610135002","Block Group 2, Census Tract 135, New York County, New York",4156,33.7,2042,84229,2646,411,670,1109
"6702","360610135001","Block Group 1, Census Tract 135, New York County, New York",4098,43.3,1697,51324,2534,487,544,1607
"6703","360610144011","Block Group 1, Census Tract 144.01, New York County, New York",1002,57.1,780,250001,968,0,15,62
"6704","360610146021","Block Group 1, Census Tract 146.02, New York County, New York",1381,38.9,1027,101667,1170,0,211,48
"6705","360610146022","Block Group 2, Census Tract 146.02, New York County, New York",1760,38.3,1358,197784,1613,27,64,240
"6706","360610148023","Block Group 3, Census Tract 148.02, New York County, New York",1662,46,1102,101331,1486,16,52,374
"6707","360610148021","Block Group 1, Census Tract 148.02, New York County, New York",1511,32.7,1180,109583,1223,0,224,196
"6708","360610148022","Block Group 2, Census Tract 148.02, New York County, New York",1526,32.8,880,152969,1056,0,182,138
"6709","360610148024","Block Group 4, Census Tract 148.02, New York County, New York",1153,51.5,790,137109,1041,0,76,14
"6710","360610160021","Block Group 1, Census Tract 160.02, New York County, New York",1839,48.8,1163,127907,1621,23,161,323
"6711","360610096001","Block Group 1, Census Tract 96, New York County, New York",141,38.3,134,144063,95,0,43,3
"6712","360610156021","Block Group 1, Census Tract 156.02, New York County, New York",2458,38.1,690,58750,1128,636,290,951
"6713","360610168001","Block Group 1, Census Tract 168, New York County, New York",1622,34.4,283,18939,311,803,197,614
"6714","360610168002","Block Group 2, Census Tract 168, New York County, New York",1819,37.1,316,21305,779,426,79,1048
"6715","360610173001","Block Group 1, Census Tract 173, New York County, New York",1187,40.8,823,192188,1155,32,0,0
"6716","360610173004","Block Group 4, Census Tract 173, New York County, New York",1032,39,644,139792,718,13,270,261
"6717","360610175004","Block Group 4, Census Tract 175, New York County, New York",1096,49.9,931,232738,999,0,97,71
"6718","360610175003","Block Group 3, Census Tract 175, New York County, New York",2023,43.7,1160,162893,1946,77,0,32
"6719","360610175002","Block Group 2, Census Tract 175, New York County, New York",1351,57.8,851,95962,1033,139,126,173
"6720","360610175005","Block Group 5, Census Tract 175, New York County, New York",1146,33.7,618,197083,960,9,149,57
"6721","360610005001","Block Group 1, Census Tract 5, New York County, New York",0,NA,0,NA,0,0,0,0
"6722","360610030021","Block Group 1, Census Tract 30.02, New York County, New York",1965,32.6,1079,89625,1301,166,165,428
"6723","360610063004","Block Group 4, Census Tract 63, New York County, New York",883,33,575,130313,744,0,97,36
"6724","360610063003","Block Group 3, Census Tract 63, New York County, New York",1032,43.8,595,105294,794,24,92,72
"6725","360610063001","Block Group 1, Census Tract 63, New York County, New York",2134,42.4,1607,188750,1962,13,134,147
"6726","360610030013","Block Group 3, Census Tract 30.01, New York County, New York",845,30,513,63919,461,91,60,247
"6727","360610030014","Block Group 4, Census Tract 30.01, New York County, New York",854,30.6,447,80813,422,37,234,214
"6728","360610030012","Block Group 2, Census Tract 30.01, New York County, New York",1181,30.3,830,73214,782,0,321,110
"6729","360610134004","Block Group 4, Census Tract 134, New York County, New York",843,35.6,560,141829,434,409,0,0
"6730","360610134001","Block Group 1, Census Tract 134, New York County, New York",860,50.8,547,122411,788,11,61,0
"6731","360610134002","Block Group 2, Census Tract 134, New York County, New York",1029,35.9,741,NA,838,64,56,0
"6732","360610066002","Block Group 2, Census Tract 66, New York County, New York",986,50.7,233,NA,758,52,101,371
"6733","360610068003","Block Group 3, Census Tract 68, New York County, New York",1378,37.6,1052,162963,1037,62,279,0
"6734","360610068002","Block Group 2, Census Tract 68, New York County, New York",730,28.2,381,96000,483,34,184,71
"6735","360610082002","Block Group 2, Census Tract 82, New York County, New York",1278,45,1012,128581,851,0,275,56
"6736","360610084002","Block Group 2, Census Tract 84, New York County, New York",1956,31.2,1366,142721,1025,58,771,132
"6737","360610089003","Block Group 3, Census Tract 89, New York County, New York",1764,29.3,557,93971,934,580,117,310
"6738","360610089002","Block Group 2, Census Tract 89, New York County, New York",1266,35.7,732,167167,1132,36,92,144
"6739","360610089001","Block Group 1, Census Tract 89, New York County, New York",632,40.9,374,84632,604,0,11,0
"6740","360610099001","Block Group 1, Census Tract 99, New York County, New York",5759,32.6,3764,128827,3955,338,1140,663
"6741","360610008001","Block Group 1, Census Tract 8, New York County, New York",1310,58.2,107,25152,19,0,1291,0
"6742","360610006004","Block Group 4, Census Tract 6, New York County, New York",1274,37.4,75,NA,172,66,1026,118
"6743","360610006001","Block Group 1, Census Tract 6, New York County, New York",1678,46.6,472,NA,214,27,1437,9
"6744","360610008003","Block Group 3, Census Tract 8, New York County, New York",1694,50.8,232,36174,111,0,1516,66
"6745","360610024001","Block Group 1, Census Tract 24, New York County, New York",2505,38.1,99,13896,464,485,253,1556
"6746","360610025001","Block Group 1, Census Tract 25, New York County, New York",2845,53.6,266,18948,137,465,1741,765
"6747","360610090002","Block Group 2, Census Tract 90, New York County, New York",1491,39,1087,158945,1029,0,425,103
"6748","360610092001","Block Group 1, Census Tract 92, New York County, New York",1602,36.5,1238,126042,1119,33,393,87
"6749","360610104001","Block Group 1, Census Tract 104, New York County, New York",919,52.7,644,125156,647,22,179,103
"6750","360610119002","Block Group 2, Census Tract 119, New York County, New York",620,60.5,153,15605,212,313,21,166
"6751","360610119001","Block Group 1, Census Tract 119, New York County, New York",477,64.2,126,20932,204,252,21,121
"6752","360610132003","Block Group 3, Census Tract 132, New York County, New York",1655,27.7,675,88215,1590,0,24,1064
"6753","360610132004","Block Group 4, Census Tract 132, New York County, New York",2421,36.9,1662,81906,1894,0,237,59
"6754","360610263002","Block Group 2, Census Tract 263, New York County, New York",1551,28,225,35965,302,19,0,1368
"6755","360610263003","Block Group 3, Census Tract 263, New York County, New York",1847,33.2,282,47868,384,426,82,1574
"6756","360610263005","Block Group 5, Census Tract 263, New York County, New York",989,38.2,216,NA,355,140,39,800
"6757","360610275001","Block Group 1, Census Tract 275, New York County, New York",1181,39.9,764,95735,896,136,39,351
"6758","360610275002","Block Group 2, Census Tract 275, New York County, New York",2294,47.5,1166,104375,1746,117,90,573
"6759","360610285003","Block Group 3, Census Tract 285, New York County, New York",1178,31.2,270,34904,174,322,0,901
"6760","360610269002","Block Group 2, Census Tract 269, New York County, New York",1464,33.2,170,58654,523,197,0,1145
"6761","360610269005","Block Group 5, Census Tract 269, New York County, New York",1909,47.4,312,24128,182,369,61,1569
